"","GH","GA","scorer","time","scoring","game","league","covid","cens","start","stop","stratum"
"3342",3,0,"Brayan Moreno",76,"Boyacá Chicó","Boyacá Chicó v. Envigado FC 3:0","Colombia","Depois",1,69,76,3
"3343",3,0,"Brayan Moreno",76,"Boyacá Chicó","Boyacá Chicó v. Envigado FC 3:0","Colombia","Depois",0,76,90,4
"3344",1,0,"Camilo Pérez",78,"Boyacá Chicó","Boyacá Chicó v. Independiente Medellín 1:0","Colombia","Depois",1,0,78,1
"3345",1,0,"Camilo Pérez",78,"Boyacá Chicó","Boyacá Chicó v. Independiente Medellín 1:0","Colombia","Depois",0,78,90,2
"3346",1,0,"Misael Riascos",55,"Boyacá Chicó","Boyacá Chicó v. Independiente Medellín 1:2","Colombia","Antes",1,0,55,1
"3347",1,1,"Jesús Murillo",63,"Independiente Medellín","Boyacá Chicó v. Independiente Medellín 1:2","Colombia","Antes",1,55,63,2
"3348",1,2,"Andrés Ricaurte",90,"Independiente Medellín","Boyacá Chicó v. Independiente Medellín 1:2","Colombia","Antes",1,63,90,3
"3349",1,2,"Andrés Ricaurte",90,"Independiente Medellín","Boyacá Chicó v. Independiente Medellín 1:2","Colombia","Antes",0,90,90,4
"3350",1,0,"Felipe Ponce",60,"Boyacá Chicó","Boyacá Chicó v. Jaguares de Córdoba 1:0","Colombia","Antes",1,0,60,1
"3351",1,0,"Mateo Palacios",7,"Boyacá Chicó","Boyacá Chicó v. Jaguares de Córdoba 1:0","Colombia","Depois",1,0,7,2
"3352",1,0,"Mateo Palacios",7,"Boyacá Chicó","Boyacá Chicó v. Jaguares de Córdoba 1:0","Colombia","Depois",0,7,90,3
"3353",0,1,"Juan Mahecha",7,"La Equidad","Boyacá Chicó v. La Equidad 0:1","Colombia","Antes",1,0,7,1
"3354",0,1,"Juan Mahecha",7,"La Equidad","Boyacá Chicó v. La Equidad 0:1","Colombia","Antes",0,7,90,2
"3355",0,1,"Jeison Medina",51,"Leones FC","Boyacá Chicó v. Leones FC 1:1","Colombia","Antes",1,0,51,1
"3356",1,1,"Daniel Duarte",54,"Boyacá Chicó","Boyacá Chicó v. Leones FC 1:1","Colombia","Antes",1,51,54,2
"3357",1,1,"Daniel Duarte",54,"Boyacá Chicó","Boyacá Chicó v. Leones FC 1:1","Colombia","Antes",0,54,90,3
"3358",0,1,"Cristian Arango",49,"Millonarios","Boyacá Chicó v. Millonarios 0:1","Colombia","Depois",1,0,49,1
"3359",0,1,"Cristian Arango",49,"Millonarios","Boyacá Chicó v. Millonarios 0:1","Colombia","Depois",0,49,90,2
"3360",1,0,"Diego Valdés",42,"Boyacá Chicó","Boyacá Chicó v. Millonarios 1:1","Colombia","Antes",1,0,42,1
"3361",1,1,"Ayron Del Valle",75,"Millonarios","Boyacá Chicó v. Millonarios 1:1","Colombia","Antes",1,42,75,2
"3362",1,1,"Ayron Del Valle",75,"Millonarios","Boyacá Chicó v. Millonarios 1:1","Colombia","Antes",0,75,90,3
"3363",1,0,"Mateo Palacios",19,"Boyacá Chicó","Boyacá Chicó v. Once Caldas 1:1","Colombia","Depois",1,0,19,1
"3364",1,1,"Roberto Ovelar",69,"Once Caldas","Boyacá Chicó v. Once Caldas 1:1","Colombia","Depois",1,19,69,2
"3365",1,1,"Roberto Ovelar",69,"Once Caldas","Boyacá Chicó v. Once Caldas 1:1","Colombia","Depois",0,69,90,3
"3366",1,0,"Diego Valdés",8,"Boyacá Chicó","Boyacá Chicó v. Once Caldas 2:2","Colombia","Antes",1,0,8,1
"3367",2,0,"Misael Riascos",33,"Boyacá Chicó","Boyacá Chicó v. Once Caldas 2:2","Colombia","Antes",1,8,33,2
"3368",2,1,"Edder Farías",64,"Once Caldas","Boyacá Chicó v. Once Caldas 2:2","Colombia","Antes",1,33,64,3
"3369",2,2,"César Amaya",87,"Once Caldas","Boyacá Chicó v. Once Caldas 2:2","Colombia","Antes",1,64,87,4
"3370",2,2,"César Amaya",87,"Once Caldas","Boyacá Chicó v. Once Caldas 2:2","Colombia","Antes",0,87,90,5
"3371",1,0,"Edinson Palomino",62,"Boyacá Chicó","Boyacá Chicó v. Patriotas FC 1:0","Colombia","Antes",1,0,62,1
"3372",1,0,"Edinson Palomino",62,"Boyacá Chicó","Boyacá Chicó v. Patriotas FC 1:0","Colombia","Antes",0,62,90,2
"3373",0,1,"Felipe Ávila",54,"Patriotas FC","Boyacá Chicó v. Patriotas FC 1:1","Colombia","Antes",1,0,54,1
"3374",1,1,"José Luis Mosquera",68,"Boyacá Chicó","Boyacá Chicó v. Patriotas FC 1:1","Colombia","Antes",1,54,68,2
"3375",1,1,"José Luis Mosquera",68,"Boyacá Chicó","Boyacá Chicó v. Patriotas FC 1:1","Colombia","Antes",0,68,90,3
"3376",1,0,"Misael Riascos",32,"Boyacá Chicó","Boyacá Chicó v. Santa Fe 3:1","Colombia","Antes",1,0,32,1
"3377",2,0,"Felipe Ponce",50,"Boyacá Chicó","Boyacá Chicó v. Santa Fe 3:1","Colombia","Antes",1,32,50,2
"3378",3,0,"Diego Valdés",52,"Boyacá Chicó","Boyacá Chicó v. Santa Fe 3:1","Colombia","Antes",1,50,52,3
"3379",3,1,"Armando Vargas",86,"Santa Fe","Boyacá Chicó v. Santa Fe 3:1","Colombia","Antes",1,52,86,4
"3380",3,1,"Armando Vargas",86,"Santa Fe","Boyacá Chicó v. Santa Fe 3:1","Colombia","Antes",0,86,90,5
"3381",1,0,"Franco López",55,"CA Cerro","CA Cerro v. Atenas 1:0","Uruguai","Antes",1,0,55,1
"3382",1,0,"Franco López",55,"CA Cerro","CA Cerro v. Atenas 1:0","Uruguai","Antes",0,55,90,2
"3383",0,1,"Elbio Pérez",25,"Boston River","CA Cerro v. Boston River 0:1","Uruguai","Antes",1,0,25,1
"3384",0,1,"Elbio Pérez",25,"Boston River","CA Cerro v. Boston River 0:1","Uruguai","Antes",0,25,90,2
"3385",0,1,"Facundo Rodríguez",53,"Boston River","CA Cerro v. Boston River 2:1","Uruguai","Depois",1,0,53,1
"3386",1,1,"Emiliano Villar",55,"CA Cerro","CA Cerro v. Boston River 2:1","Uruguai","Depois",1,53,55,2
"3387",2,1,"José Tancredi",77,"CA Cerro","CA Cerro v. Boston River 2:1","Uruguai","Depois",1,55,77,3
"3388",2,1,"José Tancredi",77,"CA Cerro","CA Cerro v. Boston River 2:1","Uruguai","Depois",0,77,90,4
"3389",0,1,"Guillermo May",29,"Cerro Largo","CA Cerro v. Cerro Largo 0:1","Uruguai","Depois",1,0,29,1
"3390",0,1,"Guillermo May",29,"Cerro Largo","CA Cerro v. Cerro Largo 0:1","Uruguai","Depois",0,29,90,2
"3391",0,1,"Washington Aguerre",24,"Cerro Largo","CA Cerro v. Cerro Largo 0:2","Uruguai","Antes",1,0,24,1
"3392",0,2,"Tomás Fernández",88,"Cerro Largo","CA Cerro v. Cerro Largo 0:2","Uruguai","Antes",1,24,88,2
"3393",0,2,"Tomás Fernández",88,"Cerro Largo","CA Cerro v. Cerro Largo 0:2","Uruguai","Antes",0,88,90,3
"3394",0,1,"Briam Acosta",90,"Danubio","CA Cerro v. Danubio 0:1","Uruguai","Antes",1,0,90,1
"3395",0,1,"Briam Acosta",90,"Danubio","CA Cerro v. Danubio 0:1","Uruguai","Antes",0,90,90,2
"3396",0,1,"Luciano Nequecaur",7,"Danubio","CA Cerro v. Danubio 1:2","Uruguai","Depois",1,0,7,1
"3397",1,1,"Emiliano Villar",12,"CA Cerro","CA Cerro v. Danubio 1:2","Uruguai","Depois",1,7,12,2
"3398",1,2,"Facundo Labandeira",71,"Danubio","CA Cerro v. Danubio 1:2","Uruguai","Depois",1,12,71,3
"3399",1,2,"Facundo Labandeira",71,"Danubio","CA Cerro v. Danubio 1:2","Uruguai","Depois",0,71,90,4
"3400",0,1,"Nicolás González",23,"Defensor Sporting","CA Cerro v. Defensor Sporting 0:2","Uruguai","Antes",1,0,23,1
"3401",0,2,"Nicolás González",72,"Defensor Sporting","CA Cerro v. Defensor Sporting 0:2","Uruguai","Antes",1,23,72,2
"3402",0,2,"Nicolás González",72,"Defensor Sporting","CA Cerro v. Defensor Sporting 0:2","Uruguai","Antes",0,72,90,3
"3403",1,0,"Leandro Paiva",33,"CA Cerro","CA Cerro v. Defensor Sporting 1:1","Uruguai","Antes",1,0,33,1
"3404",1,1,"Ignacio Laquintana",74,"Defensor Sporting","CA Cerro v. Defensor Sporting 1:1","Uruguai","Antes",1,33,74,2
"3405",1,1,"Ignacio Laquintana",74,"Defensor Sporting","CA Cerro v. Defensor Sporting 1:1","Uruguai","Antes",0,74,90,3
"3406",0,1,"Emiliano Mozzone",24,"Fénix","CA Cerro v. Fénix 0:1","Uruguai","Antes",1,0,24,1
"3407",0,1,"Emiliano Mozzone",24,"Fénix","CA Cerro v. Fénix 0:1","Uruguai","Antes",0,24,90,2
"3408",1,0,"Nahuel Roldán",87,"CA Cerro","CA Cerro v. Fénix 1:0","Uruguai","Antes",1,0,87,1
"3409",1,0,"Nahuel Roldán",87,"CA Cerro","CA Cerro v. Fénix 1:0","Uruguai","Antes",0,87,90,2
"3410",1,0,"Leandro Paiva",21,"CA Cerro","CA Cerro v. Fénix 2:2","Uruguai","Depois",1,0,21,1
"3411",2,0,"José Tancredi",35,"CA Cerro","CA Cerro v. Fénix 2:2","Uruguai","Depois",1,21,35,2
"3412",2,1,"Maureen Franco",63,"Fénix","CA Cerro v. Fénix 2:2","Uruguai","Depois",1,35,63,3
"3413",2,2,"Ignacio Pereira",88,"Fénix","CA Cerro v. Fénix 2:2","Uruguai","Depois",1,63,88,4
"3414",2,2,"Ignacio Pereira",88,"Fénix","CA Cerro v. Fénix 2:2","Uruguai","Depois",0,88,90,5
"3415",1,0,"Santiago Viera",82,"CA Cerro","CA Cerro v. Juventud de Las Piedras 1:0","Uruguai","Antes",1,0,82,1
"3416",1,0,"Santiago Viera",82,"CA Cerro","CA Cerro v. Juventud de Las Piedras 1:0","Uruguai","Antes",0,82,90,2
"3417",0,1,"Mathías Acuña",89,"Liverpool","CA Cerro v. Liverpool 0:2","Uruguai","Antes",1,0,89,1
"3418",0,2,"Federico Martínez",90,"Liverpool","CA Cerro v. Liverpool 0:2","Uruguai","Antes",1,89,90,2
"3419",0,1,"Hernán Figueredo",10,"Liverpool","CA Cerro v. Liverpool 0:2","Uruguai","Antes",1,0,10,3
"3420",0,2,"Ignacio Ramírez",17,"Liverpool","CA Cerro v. Liverpool 0:2","Uruguai","Antes",1,10,17,4
"3421",0,2,"Ignacio Ramírez",17,"Liverpool","CA Cerro v. Liverpool 0:2","Uruguai","Antes",0,17,90,5
"3422",0,1,"Gustavo Del Prete",15,"Montevideo City Torque","CA Cerro v. Montevideo City Torque 1:3","Uruguai","Depois",1,0,15,1
"3423",0,2,"Maicol Cabrera",45,"Montevideo City Torque","CA Cerro v. Montevideo City Torque 1:3","Uruguai","Depois",1,15,45,2
"3424",1,2,"Felipe Klein",45,"CA Cerro","CA Cerro v. Montevideo City Torque 1:3","Uruguai","Depois",1,45,45,3
"3425",1,3,"Matías Cóccaro",78,"Montevideo City Torque","CA Cerro v. Montevideo City Torque 1:3","Uruguai","Depois",1,45,78,4
"3426",1,3,"Matías Cóccaro",78,"Montevideo City Torque","CA Cerro v. Montevideo City Torque 1:3","Uruguai","Depois",0,78,90,5
"3427",1,0,"Ignacio Yepez",77,"CA Cerro","CA Cerro v. Montevideo Wanderers 1:0","Uruguai","Depois",1,0,77,1
"3428",1,0,"Ignacio Yepez",77,"CA Cerro","CA Cerro v. Montevideo Wanderers 1:0","Uruguai","Depois",0,77,90,2
"3429",1,0,"Maicol Cabrera",52,"CA Cerro","CA Cerro v. Montevideo Wanderers 1:1","Uruguai","Depois",1,0,52,1
"3430",1,1,"Mauro Méndez",58,"Montevideo Wanderers","CA Cerro v. Montevideo Wanderers 1:1","Uruguai","Depois",1,52,58,2
"3431",1,0,"Leandro Paiva",31,"CA Cerro","CA Cerro v. Montevideo Wanderers 1:1","Uruguai","Antes",1,0,31,3
"3432",1,1,"Manuel Castro",55,"Montevideo Wanderers","CA Cerro v. Montevideo Wanderers 1:1","Uruguai","Antes",1,31,55,4
"3433",1,1,"Manuel Castro",55,"Montevideo Wanderers","CA Cerro v. Montevideo Wanderers 1:1","Uruguai","Antes",0,55,90,5
"3434",0,1,"Manuel Castro",34,"Montevideo Wanderers","CA Cerro v. Montevideo Wanderers 2:1","Uruguai","Antes",1,0,34,1
"3435",1,1,"Nicolás González",74,"CA Cerro","CA Cerro v. Montevideo Wanderers 2:1","Uruguai","Antes",1,34,74,2
"3436",2,1,"Nicolás González",75,"CA Cerro","CA Cerro v. Montevideo Wanderers 2:1","Uruguai","Antes",1,74,75,3
"3437",2,1,"Nicolás González",75,"CA Cerro","CA Cerro v. Montevideo Wanderers 2:1","Uruguai","Antes",0,75,90,4
"3438",1,0,"Diego Casas",17,"CA Cerro","CA Cerro v. Montevideo Wanderers 3:0","Uruguai","Antes",1,0,17,1
"3439",2,0,"Federico Alonso",45,"CA Cerro","CA Cerro v. Montevideo Wanderers 3:0","Uruguai","Antes",1,17,45,2
"3440",3,0,"Pablo Olivera",77,"CA Cerro","CA Cerro v. Montevideo Wanderers 3:0","Uruguai","Antes",1,45,77,3
"3441",3,0,"Pablo Olivera",77,"CA Cerro","CA Cerro v. Montevideo Wanderers 3:0","Uruguai","Antes",0,77,90,4
"3442",0,1,"Gonzalo Bergessio",51,"Nacional","CA Cerro v. Nacional 0:1","Uruguai","Depois",1,0,51,1
"3443",0,1,"Gonzalo Bergessio",51,"Nacional","CA Cerro v. Nacional 0:1","Uruguai","Depois",0,51,90,2
"3444",0,1,"Gonzalo Bergessio",16,"Nacional","CA Cerro v. Nacional 0:2","Uruguai","Antes",1,0,16,1
"3445",0,2,"Octavio Rivero",86,"Nacional","CA Cerro v. Nacional 0:2","Uruguai","Antes",1,16,86,2
"3446",0,2,"Octavio Rivero",86,"Nacional","CA Cerro v. Nacional 0:2","Uruguai","Antes",0,86,90,3
"3447",1,0,"Franco López",3,"CA Cerro","CA Cerro v. Nacional 1:2","Uruguai","Antes",1,0,3,1
"3448",1,1,"Gonzalo Bergessio",75,"Nacional","CA Cerro v. Nacional 1:2","Uruguai","Antes",1,3,75,2
"3449",1,2,"Tabaré Viudez",77,"Nacional","CA Cerro v. Nacional 1:2","Uruguai","Antes",1,75,77,3
"3450",1,2,"Tabaré Viudez",77,"Nacional","CA Cerro v. Nacional 1:2","Uruguai","Antes",0,77,90,4
"3451",0,1,"Gonzalo Bergessio",37,"Nacional","CA Cerro v. Nacional 2:2","Uruguai","Antes",1,0,37,1
"3452",1,1,"Franco López",40,"CA Cerro","CA Cerro v. Nacional 2:2","Uruguai","Antes",1,37,40,2
"3453",1,2,"Sebastián Fernández",45,"Nacional","CA Cerro v. Nacional 2:2","Uruguai","Antes",1,40,45,3
"3454",2,2,"Franco López",61,"CA Cerro","CA Cerro v. Nacional 2:2","Uruguai","Antes",1,45,61,4
"3455",2,2,"Franco López",61,"CA Cerro","CA Cerro v. Nacional 2:2","Uruguai","Antes",0,61,90,5
"3456",0,1,"Fabricio Formiliano",19,"Peñarol","CA Cerro v. Peñarol 0:3","Uruguai","Antes",1,0,19,1
"3457",0,2,"Gabriel Fernández",51,"Peñarol","CA Cerro v. Peñarol 0:3","Uruguai","Antes",1,19,51,2
"3458",0,3,"Agustín Canobbio",53,"Peñarol","CA Cerro v. Peñarol 0:3","Uruguai","Antes",1,51,53,3
"3459",0,3,"Agustín Canobbio",53,"Peñarol","CA Cerro v. Peñarol 0:3","Uruguai","Antes",0,53,90,4
"3460",0,1,"Jonathan Urretaviscaya",22,"Peñarol","CA Cerro v. Peñarol 1:1","Uruguai","Depois",1,0,22,1
"3461",1,1,"Maicol Cabrera",61,"CA Cerro","CA Cerro v. Peñarol 1:1","Uruguai","Depois",1,22,61,2
"3462",1,1,"Maicol Cabrera",61,"CA Cerro","CA Cerro v. Peñarol 1:1","Uruguai","Depois",0,61,90,3
"3463",0,1,"Xisco",23,"Peñarol","CA Cerro v. Peñarol 1:3","Uruguai","Antes",1,0,23,1
"3464",0,2,"Xisco",60,"Peñarol","CA Cerro v. Peñarol 1:3","Uruguai","Antes",1,23,60,2
"3465",0,3,"Facundo Pellistri",80,"Peñarol","CA Cerro v. Peñarol 1:3","Uruguai","Antes",1,60,80,3
"3466",1,3,"Nahuel Roldán",83,"CA Cerro","CA Cerro v. Peñarol 1:3","Uruguai","Antes",1,80,83,4
"3467",1,3,"Nahuel Roldán",83,"CA Cerro","CA Cerro v. Peñarol 1:3","Uruguai","Antes",0,83,90,5
"3468",1,0,"Cristian Cruz",46,"CA Cerro","CA Cerro v. Plaza Colonia 1:0","Uruguai","Depois",1,0,46,1
"3469",1,0,"Cristian Cruz",46,"CA Cerro","CA Cerro v. Plaza Colonia 1:0","Uruguai","Depois",0,46,90,2
"3470",0,1,"Cecilio Waterman",22,"Plaza Colonia","CA Cerro v. Plaza Colonia 1:1","Uruguai","Antes",1,0,22,1
"3471",1,1,"Facundo Peraza",61,"CA Cerro","CA Cerro v. Plaza Colonia 1:1","Uruguai","Antes",1,22,61,2
"3472",1,1,"Facundo Peraza",61,"CA Cerro","CA Cerro v. Plaza Colonia 1:1","Uruguai","Antes",0,61,90,3
"3473",0,1,"Esteban González",21,"Progreso","CA Cerro v. Progreso 0:2","Uruguai","Antes",1,0,21,1
"3474",0,2,"Alexander Rosso",59,"Progreso","CA Cerro v. Progreso 0:2","Uruguai","Antes",1,21,59,2
"3475",0,2,"Alexander Rosso",59,"Progreso","CA Cerro v. Progreso 0:2","Uruguai","Antes",0,59,90,3
"3476",1,0,"Mario García",29,"CA Cerro","CA Cerro v. Progreso 2:0","Uruguai","Depois",1,0,29,1
"3477",2,0,"Martín González",72,"CA Cerro","CA Cerro v. Progreso 2:0","Uruguai","Depois",1,29,72,2
"3478",2,0,"Martín González",72,"CA Cerro","CA Cerro v. Progreso 2:0","Uruguai","Depois",0,72,90,3
"3479",1,0,"Franco López",34,"CA Cerro","CA Cerro v. Progreso 2:2","Uruguai","Depois",1,0,34,1
"3480",1,1,"Mathias Riquero",39,"Progreso","CA Cerro v. Progreso 2:2","Uruguai","Depois",1,34,39,2
"3481",2,1,"Maicol Cabrera",76,"CA Cerro","CA Cerro v. Progreso 2:2","Uruguai","Depois",1,39,76,3
"3482",2,2,"Rodrigo Vidal",87,"Progreso","CA Cerro v. Progreso 2:2","Uruguai","Depois",1,76,87,4
"3483",2,2,"Rodrigo Vidal",87,"Progreso","CA Cerro v. Progreso 2:2","Uruguai","Depois",0,87,90,5
"3484",1,0,"José Tancredi",66,"CA Cerro","CA Cerro v. Racing 1:0","Uruguai","Antes",1,0,66,1
"3485",1,0,"José Tancredi",66,"CA Cerro","CA Cerro v. Racing 1:0","Uruguai","Antes",0,66,90,2
"3486",0,1,"Juan Albín",55,"Rampla Juniors","CA Cerro v. Rampla Juniors 0:1","Uruguai","Antes",1,0,55,1
"3487",0,1,"Juan Albín",55,"Rampla Juniors","CA Cerro v. Rampla Juniors 0:1","Uruguai","Antes",0,55,90,2
"3488",1,0,"Maureen Franco",8,"CA Cerro","CA Cerro v. Rampla Juniors 2:0","Uruguai","Antes",1,0,8,1
"3489",2,0,"Maureen Franco",64,"CA Cerro","CA Cerro v. Rampla Juniors 2:0","Uruguai","Antes",1,8,64,2
"3490",2,0,"Maureen Franco",64,"CA Cerro","CA Cerro v. Rampla Juniors 2:0","Uruguai","Antes",0,64,90,3
"3491",0,1,"Maximiliano Lemos",60,"Rentistas","CA Cerro v. Rentistas 0:2","Uruguai","Depois",1,0,60,1
"3492",0,2,"Salomón Rodríguez",73,"Rentistas","CA Cerro v. Rentistas 0:2","Uruguai","Depois",1,60,73,2
"3493",0,2,"Salomón Rodríguez",73,"Rentistas","CA Cerro v. Rentistas 0:2","Uruguai","Depois",0,73,90,3
"3494",1,0,"Maicol Cabrera",3,"CA Cerro","CA Cerro v. Rentistas 1:0","Uruguai","Depois",1,0,3,1
"3495",1,0,"Maicol Cabrera",3,"CA Cerro","CA Cerro v. Rentistas 1:0","Uruguai","Depois",0,3,90,2
"3496",1,0,"Leandro Paiva",27,"CA Cerro","CA Cerro v. Torque 1:1","Uruguai","Antes",1,0,27,1
"3497",1,1,"Álvaro Brun",30,"Torque","CA Cerro v. Torque 1:1","Uruguai","Antes",1,27,30,2
"3498",1,1,"Álvaro Brun",30,"Torque","CA Cerro v. Torque 1:1","Uruguai","Antes",0,30,90,3
"3499",1,0,"Luis Miranda",18,"Cúcuta Deportivo","Cúcuta Deportivo v. Águilas Doradas 3:0","Colombia","Antes",1,0,18,1
"3500",2,0,"Jhonatan Agudelo",52,"Cúcuta Deportivo","Cúcuta Deportivo v. Águilas Doradas 3:0","Colombia","Antes",1,18,52,2
"3501",3,0,"Jhonatan Agudelo",57,"Cúcuta Deportivo","Cúcuta Deportivo v. Águilas Doradas 3:0","Colombia","Antes",1,52,57,3
"3502",3,0,"Jhonatan Agudelo",57,"Cúcuta Deportivo","Cúcuta Deportivo v. Águilas Doradas 3:0","Colombia","Antes",0,57,90,4
"3503",0,1,"Juan Mancilla",39,"Alianza Petrolera","Cúcuta Deportivo v. Alianza Petrolera 0:2","Colombia","Antes",1,0,39,1
"3504",0,2,"Cristian Palomeque",82,"Alianza Petrolera","Cúcuta Deportivo v. Alianza Petrolera 0:2","Colombia","Antes",1,39,82,2
"3505",0,2,"Cristian Palomeque",82,"Alianza Petrolera","Cúcuta Deportivo v. Alianza Petrolera 0:2","Colombia","Antes",0,82,90,3
"3506",1,0,"Luis Miranda",10,"Cúcuta Deportivo","Cúcuta Deportivo v. Alianza Petrolera 1:1","Colombia","Antes",1,0,10,1
"3507",1,1,"Yhormar Hurtado",73,"Alianza Petrolera","Cúcuta Deportivo v. Alianza Petrolera 1:1","Colombia","Antes",1,10,73,2
"3508",1,1,"Yhormar Hurtado",73,"Alianza Petrolera","Cúcuta Deportivo v. Alianza Petrolera 1:1","Colombia","Antes",0,73,90,3
"3509",1,0,"Carmelo Valencia",3,"Cúcuta Deportivo","Cúcuta Deportivo v. América de Cali 3:1","Colombia","Antes",1,0,3,1
"3510",2,0,"Jhonatan Agudelo",8,"Cúcuta Deportivo","Cúcuta Deportivo v. América de Cali 3:1","Colombia","Antes",1,3,8,2
"3511",3,0,"Carmelo Valencia",44,"Cúcuta Deportivo","Cúcuta Deportivo v. América de Cali 3:1","Colombia","Antes",1,8,44,3
"3512",3,1,"Jeison Medina",90,"América de Cali","Cúcuta Deportivo v. América de Cali 3:1","Colombia","Antes",1,44,90,4
"3513",3,1,"Jeison Medina",90,"América de Cali","Cúcuta Deportivo v. América de Cali 3:1","Colombia","Antes",0,90,90,5
"3514",0,1,"Diego Herazo",72,"Atlético Bucaramanga","Cúcuta Deportivo v. Atlético Bucaramanga 0:1","Colombia","Antes",1,0,72,1
"3515",0,1,"Diego Herazo",72,"Atlético Bucaramanga","Cúcuta Deportivo v. Atlético Bucaramanga 0:1","Colombia","Antes",0,72,90,2
"3516",1,0,"Carmelo Valencia",41,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Bucaramanga 2:0","Colombia","Antes",1,0,41,1
"3517",2,0,"Carmelo Valencia",78,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Bucaramanga 2:0","Colombia","Antes",1,41,78,2
"3518",2,0,"Carmelo Valencia",78,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Bucaramanga 2:0","Colombia","Antes",0,78,90,3
"3519",1,0,"Darwin Carrero",75,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Huila 2:0","Colombia","Antes",1,0,75,1
"3520",2,0,"Mauricio Duarte",90,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Huila 2:0","Colombia","Antes",1,75,90,2
"3521",2,0,"Mauricio Duarte",90,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Huila 2:0","Colombia","Antes",0,90,90,3
"3522",1,0,"José Pérez",5,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Junior 2:1","Colombia","Antes",1,0,5,1
"3523",2,0,"Jhonatan Agudelo",15,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Junior 2:1","Colombia","Antes",1,5,15,2
"3524",2,1,"Michael Rangel",24,"Atlético Junior","Cúcuta Deportivo v. Atlético Junior 2:1","Colombia","Antes",1,15,24,3
"3525",2,1,"Michael Rangel",24,"Atlético Junior","Cúcuta Deportivo v. Atlético Junior 2:1","Colombia","Antes",0,24,90,4
"3526",1,0,"Jhonatan Agudelo",42,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Nacional 1:3","Colombia","Antes",1,0,42,1
"3527",1,1,"Hayen Palacios",57,"Atlético Nacional","Cúcuta Deportivo v. Atlético Nacional 1:3","Colombia","Antes",1,42,57,2
"3528",1,2,"Hernán Barcos",60,"Atlético Nacional","Cúcuta Deportivo v. Atlético Nacional 1:3","Colombia","Antes",1,57,60,3
"3529",1,3,"Brayan Rovira",79,"Atlético Nacional","Cúcuta Deportivo v. Atlético Nacional 1:3","Colombia","Antes",1,60,79,4
"3530",1,3,"Brayan Rovira",79,"Atlético Nacional","Cúcuta Deportivo v. Atlético Nacional 1:3","Colombia","Antes",0,79,90,5
"3531",0,1,"Carlos Robles",27,"Deportes Tolima","Cúcuta Deportivo v. Deportes Tolima 0:2","Colombia","Antes",1,0,27,1
"3532",0,2,"Sergio Mosquera",49,"Deportes Tolima","Cúcuta Deportivo v. Deportes Tolima 0:2","Colombia","Antes",1,27,49,2
"3533",0,2,"Sergio Mosquera",49,"Deportes Tolima","Cúcuta Deportivo v. Deportes Tolima 0:2","Colombia","Antes",0,49,90,3
"3534",0,1,"Luis Miranda",53,"Deportes Tolima","Cúcuta Deportivo v. Deportes Tolima 0:3","Colombia","Depois",1,0,53,1
"3535",0,2,"Omar Albornoz",67,"Deportes Tolima","Cúcuta Deportivo v. Deportes Tolima 0:3","Colombia","Depois",1,53,67,2
"3536",0,3,"Luis Miranda",84,"Deportes Tolima","Cúcuta Deportivo v. Deportes Tolima 0:3","Colombia","Depois",1,67,84,3
"3537",0,3,"Luis Miranda",84,"Deportes Tolima","Cúcuta Deportivo v. Deportes Tolima 0:3","Colombia","Depois",0,84,90,4
"3538",0,1,"Ederson Moreno",19,"Deportivo Pasto","Cúcuta Deportivo v. Deportivo Pasto 1:3","Colombia","Antes",1,0,19,1
"3539",0,2,"Andrey Estupiñán",44,"Deportivo Pasto","Cúcuta Deportivo v. Deportivo Pasto 1:3","Colombia","Antes",1,19,44,2
"3540",1,2,"Lisandro Cabrera",51,"Cúcuta Deportivo","Cúcuta Deportivo v. Deportivo Pasto 1:3","Colombia","Antes",1,44,51,3
"3541",1,3,"Mairon Quiñónes",74,"Deportivo Pasto","Cúcuta Deportivo v. Deportivo Pasto 1:3","Colombia","Antes",1,51,74,4
"3542",1,3,"Mairon Quiñónes",74,"Deportivo Pasto","Cúcuta Deportivo v. Deportivo Pasto 1:3","Colombia","Antes",0,74,90,5
"3543",1,0,"Michell Ramos",59,"Cúcuta Deportivo","Cúcuta Deportivo v. Envigado FC 1:0","Colombia","Depois",1,0,59,1
"3544",1,0,"Michell Ramos",59,"Cúcuta Deportivo","Cúcuta Deportivo v. Envigado FC 1:0","Colombia","Depois",0,59,90,2
"3545",0,1,"Jairo Palomino",39,"Envigado FC","Cúcuta Deportivo v. Envigado FC 1:1","Colombia","Antes",1,0,39,1
"3546",1,1,"Jhonatan Agudelo",45,"Cúcuta Deportivo","Cúcuta Deportivo v. Envigado FC 1:1","Colombia","Antes",1,39,45,2
