"","GH","GA","scorer","time","scoring","game","league","covid","cens","start","stop","stratum"
"1",0,1,"Mateus Gonçalves",59,"Cerro Porteño","12 de Octubre de Itauguá v. Cerro Porteño 0:1","Paraguai","Depois",1,0,59,1
"2",0,1,"Mateus Gonçalves",59,"Cerro Porteño","12 de Octubre de Itauguá v. Cerro Porteño 0:1","Paraguai","Depois",0,59,90,2
"3",0,1,"Robert Morales",4,"Cerro Porteño","12 de Octubre de Itauguá v. Cerro Porteño 0:2","Paraguai","Depois",1,0,4,1
"4",0,2,"Robert Morales",42,"Cerro Porteño","12 de Octubre de Itauguá v. Cerro Porteño 0:2","Paraguai","Depois",1,4,42,2
"5",0,2,"Robert Morales",42,"Cerro Porteño","12 de Octubre de Itauguá v. Cerro Porteño 0:2","Paraguai","Depois",0,42,90,3
"6",1,0,"Ariel Núñez",40,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Cerro Porteño 2:1","Paraguai","Depois",1,0,40,1
"7",1,1,"Nelson Valdez",55,"Cerro Porteño","12 de Octubre de Itauguá v. Cerro Porteño 2:1","Paraguai","Depois",1,40,55,2
"8",2,1,"Pablo Zeballos",90,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Cerro Porteño 2:1","Paraguai","Depois",1,55,90,3
"9",2,1,"Pablo Zeballos",90,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Cerro Porteño 2:1","Paraguai","Depois",0,90,90,4
"10",0,1,"Luis Cabral",57,"Club Nacional","12 de Octubre de Itauguá v. Club Nacional 0:2","Paraguai","Antes",1,0,57,1
"11",0,2,"Juan Danilo Santacruz",64,"Club Nacional","12 de Octubre de Itauguá v. Club Nacional 0:2","Paraguai","Antes",1,57,64,2
"12",0,2,"Juan Danilo Santacruz",64,"Club Nacional","12 de Octubre de Itauguá v. Club Nacional 0:2","Paraguai","Antes",0,64,90,3
"13",0,1,"Guillermo Paiva",30,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 0:2","Paraguai","Depois",1,0,30,1
"14",0,2,"Diego Torres",70,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 0:2","Paraguai","Depois",1,30,70,2
"15",0,2,"Diego Torres",70,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 0:2","Paraguai","Depois",0,70,90,3
"16",0,1,"Richard Ortiz",1,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 0:3","Paraguai","Depois",1,0,1,1
"17",0,2,"Hugo Fernández",45,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 0:3","Paraguai","Depois",1,1,45,2
"18",0,3,"Jorge Rojas",50,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 0:3","Paraguai","Depois",1,45,50,3
"19",0,3,"Jorge Rojas",50,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 0:3","Paraguai","Depois",0,50,90,4
"20",0,1,"Alejandro Silva",11,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 1:3","Paraguai","Depois",1,0,11,1
"21",1,1,"Pablo Velázquez",21,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Club Olimpia 1:3","Paraguai","Depois",1,11,21,2
"22",1,2,"Derlis González",41,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 1:3","Paraguai","Depois",1,21,41,3
"23",1,3,"Isidro Pitta",58,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 1:3","Paraguai","Depois",1,41,58,4
"24",1,3,"Isidro Pitta",58,"Club Olimpia","12 de Octubre de Itauguá v. Club Olimpia 1:3","Paraguai","Depois",0,58,90,5
"25",1,0,"Pablo Zeballos",44,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. General Díaz 2:1","Paraguai","Depois",1,0,44,1
"26",1,1,"Luis Miño",46,"General Díaz","12 de Octubre de Itauguá v. General Díaz 2:1","Paraguai","Depois",1,44,46,2
"27",2,1,"Pablo Zeballos",61,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. General Díaz 2:1","Paraguai","Depois",1,46,61,3
"28",2,1,"Pablo Zeballos",61,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. General Díaz 2:1","Paraguai","Depois",0,61,90,4
"29",0,1,"José Verdún",29,"Guaireña FC","12 de Octubre de Itauguá v. Guaireña FC 0:2","Paraguai","Depois",1,0,29,1
"30",0,2,"Wilson Ayala",73,"Guaireña FC","12 de Octubre de Itauguá v. Guaireña FC 0:2","Paraguai","Depois",1,29,73,2
"31",0,2,"Wilson Ayala",73,"Guaireña FC","12 de Octubre de Itauguá v. Guaireña FC 0:2","Paraguai","Depois",0,73,90,3
"32",0,1,"Jorge Núñez",2,"Guaireña FC","12 de Octubre de Itauguá v. Guaireña FC 1:1","Paraguai","Depois",1,0,2,1
"33",1,1,"Pablo Velázquez",79,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaireña FC 1:1","Paraguai","Depois",1,2,79,2
"34",1,1,"Pablo Velázquez",79,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaireña FC 1:1","Paraguai","Depois",0,79,90,3
"35",1,0,"Fabián Ovejero",42,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaireña FC 3:0","Paraguai","Depois",1,0,42,1
"36",2,0,"Júnior Marabel",70,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaireña FC 3:0","Paraguai","Depois",1,42,70,2
"37",3,0,"Ariel Núñez",90,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaireña FC 3:0","Paraguai","Depois",1,70,90,3
"38",3,0,"Ariel Núñez",90,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaireña FC 3:0","Paraguai","Depois",0,90,90,4
"39",1,0,"Pablo Ayala",51,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaraní 1:0","Paraguai","Depois",1,0,51,1
"40",1,0,"Pablo Ayala",51,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaraní 1:0","Paraguai","Depois",0,51,90,2
"41",0,1,"Josué Colmán",35,"Guaraní","12 de Octubre de Itauguá v. Guaraní 1:1","Paraguai","Depois",1,0,35,1
"42",1,1,"Ariel Núñez",50,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaraní 1:1","Paraguai","Depois",1,35,50,2
"43",1,1,"Ariel Núñez",50,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaraní 1:1","Paraguai","Depois",0,50,90,3
"44",0,1,"Alfio Oviedo",25,"Guaraní","12 de Octubre de Itauguá v. Guaraní 1:2","Paraguai","Depois",1,0,25,1
"45",1,1,"Marcos Cáceres",35,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaraní 1:2","Paraguai","Depois",1,25,35,2
"46",1,2,"Marcos Cáceres",70,"Guaraní","12 de Octubre de Itauguá v. Guaraní 1:2","Paraguai","Depois",1,35,70,3
"47",1,2,"Marcos Cáceres",70,"Guaraní","12 de Octubre de Itauguá v. Guaraní 1:2","Paraguai","Depois",0,70,90,4
"48",0,1,"Ángel Benítez",5,"Guaraní","12 de Octubre de Itauguá v. Guaraní 1:3","Paraguai","Antes",1,0,5,1
"49",0,2,"Raúl Bobadilla",36,"Guaraní","12 de Octubre de Itauguá v. Guaraní 1:3","Paraguai","Antes",1,5,36,2
"50",0,3,"Nicolás Maná",39,"Guaraní","12 de Octubre de Itauguá v. Guaraní 1:3","Paraguai","Antes",1,36,39,3
"51",1,3,"Pablo Zeballos",55,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaraní 1:3","Paraguai","Antes",1,39,55,4
"52",1,3,"Pablo Zeballos",55,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Guaraní 1:3","Paraguai","Antes",0,55,90,5
"53",0,1,"Matías Espinoza",49,"Libertad","12 de Octubre de Itauguá v. Libertad 0:1","Paraguai","Depois",1,0,49,1
"54",0,1,"Matías Espinoza",49,"Libertad","12 de Octubre de Itauguá v. Libertad 0:1","Paraguai","Depois",0,49,90,2
"55",0,1,"Óscar Cardozo",5,"Libertad","12 de Octubre de Itauguá v. Libertad 0:3","Paraguai","Antes",1,0,5,1
"56",0,2,"Óscar Cardozo",34,"Libertad","12 de Octubre de Itauguá v. Libertad 0:3","Paraguai","Antes",1,5,34,2
"57",0,3,"Antonio Bareiro",90,"Libertad","12 de Octubre de Itauguá v. Libertad 0:3","Paraguai","Antes",1,34,90,3
"58",0,3,"Antonio Bareiro",90,"Libertad","12 de Octubre de Itauguá v. Libertad 0:3","Paraguai","Antes",0,90,90,4
"59",0,1,"Javier Báez",4,"Libertad","12 de Octubre de Itauguá v. Libertad 2:1","Paraguai","Depois",1,0,4,1
"60",1,1,"Juan Ojeda",27,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Libertad 2:1","Paraguai","Depois",1,4,27,2
"61",2,1,"Pablo Velázquez",90,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Libertad 2:1","Paraguai","Depois",1,27,90,3
"62",2,1,"Pablo Velázquez",90,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Libertad 2:1","Paraguai","Depois",0,90,90,4
"63",0,1,"Marcelo González",86,"River Plate","12 de Octubre de Itauguá v. River Plate 0:1","Paraguai","Depois",1,0,86,1
"64",0,1,"Marcelo González",86,"River Plate","12 de Octubre de Itauguá v. River Plate 0:1","Paraguai","Depois",0,86,90,2
"65",0,1,"Juan Manuel Salgueiro",90,"San Lorenzo","12 de Octubre de Itauguá v. San Lorenzo 0:1","Paraguai","Depois",1,0,90,1
"66",0,1,"Juan Manuel Salgueiro",90,"San Lorenzo","12 de Octubre de Itauguá v. San Lorenzo 0:1","Paraguai","Depois",0,90,90,2
"67",1,0,"Derlis Martínez",51,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. San Lorenzo 1:0","Paraguai","Depois",1,0,51,1
"68",1,0,"Derlis Martínez",51,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. San Lorenzo 1:0","Paraguai","Depois",0,51,90,2
"69",1,0,"Julio Doldán",82,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Sol de América 1:0","Paraguai","Depois",1,0,82,1
"70",1,0,"Julio Doldán",82,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Sol de América 1:0","Paraguai","Depois",0,82,90,2
"71",1,0,"Armando Torres",35,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Sol de América 3:1","Paraguai","Depois",1,0,35,1
"72",2,0,"Ariel Núñez",54,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Sol de América 3:1","Paraguai","Depois",1,35,54,2
"73",2,1,"Hernán Novick",85,"Sol de América","12 de Octubre de Itauguá v. Sol de América 3:1","Paraguai","Depois",1,54,85,3
"74",3,1,"David Mendieta Chávez",90,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Sol de América 3:1","Paraguai","Depois",1,85,90,4
"75",3,1,"David Mendieta Chávez",90,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Sol de América 3:1","Paraguai","Depois",0,90,90,5
"76",0,1,"Enrique Borja",45,"Sportivo Luqueño","12 de Octubre de Itauguá v. Sportivo Luqueño 0:1","Paraguai","Depois",1,0,45,1
"77",0,1,"Enrique Borja",45,"Sportivo Luqueño","12 de Octubre de Itauguá v. Sportivo Luqueño 0:1","Paraguai","Depois",0,45,90,2
"78",1,0,"Víctor Cáceres",38,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Sportivo Luqueño 1:0","Paraguai","Depois",1,0,38,1
"79",1,0,"Víctor Cáceres",38,"12 de Octubre de Itauguá","12 de Octubre de Itauguá v. Sportivo Luqueño 1:0","Paraguai","Depois",0,38,90,2
"80",0,1,"Diego Churín",18,"Cerro Porteño","3 de Febrero v. Cerro Porteño 1:1","Paraguai","Antes",1,0,18,1
"81",1,1,"César Llamas",23,"3 de Febrero","3 de Febrero v. Cerro Porteño 1:1","Paraguai","Antes",1,18,23,2
"82",1,1,"César Llamas",23,"3 de Febrero","3 de Febrero v. Cerro Porteño 1:1","Paraguai","Antes",0,23,90,3
"83",0,1,"Diego Churín",45,"Cerro Porteño","3 de Febrero v. Cerro Porteño 1:3","Paraguai","Antes",1,0,45,1
"84",0,2,"Jorge Benítez",52,"Cerro Porteño","3 de Febrero v. Cerro Porteño 1:3","Paraguai","Antes",1,45,52,2
"85",1,2,"Feliciano Brizuela",64,"3 de Febrero","3 de Febrero v. Cerro Porteño 1:3","Paraguai","Antes",1,52,64,3
"86",1,3,"Nelson Valdez",90,"Cerro Porteño","3 de Febrero v. Cerro Porteño 1:3","Paraguai","Antes",1,64,90,4
"87",1,3,"Nelson Valdez",90,"Cerro Porteño","3 de Febrero v. Cerro Porteño 1:3","Paraguai","Antes",0,90,90,5
"88",0,1,"Adam Bareiro",83,"Club Nacional","3 de Febrero v. Club Nacional 1:1","Paraguai","Antes",1,0,83,1
"89",1,1,"Feliciano Brizuela",90,"3 de Febrero","3 de Febrero v. Club Nacional 1:1","Paraguai","Antes",1,83,90,2
"90",1,1,"Feliciano Brizuela",90,"3 de Febrero","3 de Febrero v. Club Nacional 1:1","Paraguai","Antes",0,90,90,3
"91",0,1,"Juan Vieyra",3,"Club Nacional","3 de Febrero v. Club Nacional 1:3","Paraguai","Antes",1,0,3,1
"92",0,2,"Adam Bareiro",19,"Club Nacional","3 de Febrero v. Club Nacional 1:3","Paraguai","Antes",1,3,19,2
"93",1,2,"Facundo Parra",32,"3 de Febrero","3 de Febrero v. Club Nacional 1:3","Paraguai","Antes",1,19,32,3
"94",1,3,"Gustavo Velázquez",43,"Club Nacional","3 de Febrero v. Club Nacional 1:3","Paraguai","Antes",1,32,43,4
"95",1,3,"Gustavo Velázquez",43,"Club Nacional","3 de Febrero v. Club Nacional 1:3","Paraguai","Antes",0,43,90,5
"96",0,1,"William Mendieta",17,"Club Olimpia","3 de Febrero v. Club Olimpia 0:4","Paraguai","Antes",1,0,17,1
"97",0,2,"Delio Ojeda",23,"Club Olimpia","3 de Febrero v. Club Olimpia 0:4","Paraguai","Antes",1,17,23,2
"98",0,3,"Brian Montenegro",48,"Club Olimpia","3 de Febrero v. Club Olimpia 0:4","Paraguai","Antes",1,23,48,3
"99",0,4,"Juan Patiño",56,"Club Olimpia","3 de Febrero v. Club Olimpia 0:4","Paraguai","Antes",1,48,56,4
"100",0,4,"Juan Patiño",56,"Club Olimpia","3 de Febrero v. Club Olimpia 0:4","Paraguai","Antes",0,56,90,5
"101",1,0,"Hernán Fredes",49,"3 de Febrero","3 de Febrero v. Club Olimpia 1:0","Paraguai","Antes",1,0,49,1
"102",1,0,"Hernán Fredes",49,"3 de Febrero","3 de Febrero v. Club Olimpia 1:0","Paraguai","Antes",0,49,90,2
"103",1,0,"Hernán Fredes",21,"3 de Febrero","3 de Febrero v. Deportivo Capiatá 3:0","Paraguai","Antes",1,0,21,1
"104",2,0,"Feliciano Brizuela",81,"3 de Febrero","3 de Febrero v. Deportivo Capiatá 3:0","Paraguai","Antes",1,21,81,2
"105",3,0,"Alex González",87,"3 de Febrero","3 de Febrero v. Deportivo Capiatá 3:0","Paraguai","Antes",1,81,87,3
"106",3,0,"Alex González",87,"3 de Febrero","3 de Febrero v. Deportivo Capiatá 3:0","Paraguai","Antes",0,87,90,4
"107",1,0,"Hernán Fredes",34,"3 de Febrero","3 de Febrero v. General Díaz 1:1","Paraguai","Antes",1,0,34,1
"108",1,1,"Blas Cáceres",90,"General Díaz","3 de Febrero v. General Díaz 1:1","Paraguai","Antes",1,34,90,2
"109",1,1,"Blas Cáceres",90,"General Díaz","3 de Febrero v. General Díaz 1:1","Paraguai","Antes",0,90,90,3
"110",0,1,"Enrique Borja",20,"General Díaz","3 de Febrero v. General Díaz 2:2","Paraguai","Antes",1,0,20,1
"111",1,1,"César Llamas",28,"3 de Febrero","3 de Febrero v. General Díaz 2:2","Paraguai","Antes",1,20,28,2
"112",1,2,"Edgar Zaracho",89,"General Díaz","3 de Febrero v. General Díaz 2:2","Paraguai","Antes",1,28,89,3
"113",2,2,"Hugo Espínola",90,"3 de Febrero","3 de Febrero v. General Díaz 2:2","Paraguai","Antes",1,89,90,4
"114",2,2,"Hugo Espínola",90,"3 de Febrero","3 de Febrero v. General Díaz 2:2","Paraguai","Antes",0,90,90,5
"115",1,0,"Delio Ojeda",12,"3 de Febrero","3 de Febrero v. Guaraní 1:2","Paraguai","Antes",1,0,12,1
"116",1,1,"Pablo Velázquez",33,"Guaraní","3 de Febrero v. Guaraní 1:2","Paraguai","Antes",1,12,33,2
"117",1,2,"Gabriel Esparza",64,"Guaraní","3 de Febrero v. Guaraní 1:2","Paraguai","Antes",1,33,64,3
"118",1,2,"Gabriel Esparza",64,"Guaraní","3 de Febrero v. Guaraní 1:2","Paraguai","Antes",0,64,90,4
"119",0,1,"Delio Ojeda",14,"Guaraní","3 de Febrero v. Guaraní 2:1","Paraguai","Antes",1,0,14,1
"120",1,1,"Facundo Parra",61,"3 de Febrero","3 de Febrero v. Guaraní 2:1","Paraguai","Antes",1,14,61,2
"121",2,1,"Hernán Fredes",70,"3 de Febrero","3 de Febrero v. Guaraní 2:1","Paraguai","Antes",1,61,70,3
"122",2,1,"Hernán Fredes",70,"3 de Febrero","3 de Febrero v. Guaraní 2:1","Paraguai","Antes",0,70,90,4
"123",0,1,"Oscar Noguera",21,"Independiente de Campo Grande","3 de Febrero v. Independiente de Campo Grande 0:2","Paraguai","Antes",1,0,21,1
"124",0,2,"Sebastián Ferreira",51,"Independiente de Campo Grande","3 de Febrero v. Independiente de Campo Grande 0:2","Paraguai","Antes",1,21,51,2
"125",0,2,"Sebastián Ferreira",51,"Independiente de Campo Grande","3 de Febrero v. Independiente de Campo Grande 0:2","Paraguai","Antes",0,51,90,3
"126",0,1,"Rodrigo Ruiz",21,"Sol de América","3 de Febrero v. Sol de América 0:2","Paraguai","Antes",1,0,21,1
"127",0,2,"Adrián Martínez",66,"Sol de América","3 de Febrero v. Sol de América 0:2","Paraguai","Antes",1,21,66,2
"128",0,2,"Adrián Martínez",66,"Sol de América","3 de Febrero v. Sol de América 0:2","Paraguai","Antes",0,66,90,3
"129",0,1,"Arnaldo Recalde",33,"Sol de América","3 de Febrero v. Sol de América 2:1","Paraguai","Antes",1,0,33,1
"130",1,1,"José Verdún",49,"3 de Febrero","3 de Febrero v. Sol de América 2:1","Paraguai","Antes",1,33,49,2
"131",2,1,"José Verdún",67,"3 de Febrero","3 de Febrero v. Sol de América 2:1","Paraguai","Antes",1,49,67,3
"132",2,1,"José Verdún",67,"3 de Febrero","3 de Febrero v. Sol de América 2:1","Paraguai","Antes",0,67,90,4
"133",0,1,"Delio Ojeda",33,"Sportivo Luqueño","3 de Febrero v. Sportivo Luqueño 0:2","Paraguai","Antes",1,0,33,1
"134",0,2,"Gonzalo Barreto",79,"Sportivo Luqueño","3 de Febrero v. Sportivo Luqueño 0:2","Paraguai","Antes",1,33,79,2
"135",0,1,"Gonzalo Barreto",48,"Sportivo Luqueño","3 de Febrero v. Sportivo Luqueño 0:2","Paraguai","Antes",1,0,48,3
"136",0,2,"Gonzalo Barreto",90,"Sportivo Luqueño","3 de Febrero v. Sportivo Luqueño 0:2","Paraguai","Antes",1,48,90,4
"137",0,2,"Gonzalo Barreto",90,"Sportivo Luqueño","3 de Febrero v. Sportivo Luqueño 0:2","Paraguai","Antes",0,90,90,5
"138",1,0,"Nicolás Guerra",54,"Ñublense","Ñublense v. Audax Italiano 1:0","Chile","Depois",1,0,54,1
"139",1,0,"Nicolás Guerra",54,"Ñublense","Ñublense v. Audax Italiano 1:0","Chile","Depois",0,54,90,2
"140",0,1,"Brayan Hurtado",8,"Cobresal","Ñublense v. Cobresal 3:1","Chile","Depois",1,0,8,1
"141",1,1,"Nicolás Guerra",35,"Ñublense","Ñublense v. Cobresal 3:1","Chile","Depois",1,8,35,2
"142",2,1,"Luis Valenzuela",86,"Ñublense","Ñublense v. Cobresal 3:1","Chile","Depois",1,35,86,3
"143",3,1,"Maximiliano Quinteros",90,"Ñublense","Ñublense v. Cobresal 3:1","Chile","Depois",1,86,90,4
"144",3,1,"Maximiliano Quinteros",90,"Ñublense","Ñublense v. Cobresal 3:1","Chile","Depois",0,90,90,5
"145",1,0,"Pablo Vargas",10,"Ñublense","Ñublense v. Curicó Unido 2:0","Chile","Depois",1,0,10,1
"146",2,0,"Fernando Cordero",46,"Ñublense","Ñublense v. Curicó Unido 2:0","Chile","Depois",1,10,46,2
"147",2,0,"Fernando Cordero",46,"Ñublense","Ñublense v. Curicó Unido 2:0","Chile","Depois",0,46,90,3
"148",1,0,"Federico Mateos",21,"Ñublense","Ñublense v. Everton 1:1","Chile","Depois",1,0,21,1
"149",1,1,"Denil Maldonado",40,"Everton","Ñublense v. Everton 1:1","Chile","Depois",1,21,40,2
"150",1,1,"Denil Maldonado",40,"Everton","Ñublense v. Everton 1:1","Chile","Depois",0,40,90,3
"151",0,1,"Joaquín Gutiérrez",33,"Huachipato","Ñublense v. Huachipato 2:2","Chile","Depois",1,0,33,1
"152",0,2,"Brayan Palmezano",36,"Huachipato","Ñublense v. Huachipato 2:2","Chile","Depois",1,33,36,2
"153",1,2,"Matías Moya",75,"Ñublense","Ñublense v. Huachipato 2:2","Chile","Depois",1,36,75,3
"154",2,2,"Nicolás Guerra",90,"Ñublense","Ñublense v. Huachipato 2:2","Chile","Depois",1,75,90,4
"155",2,2,"Nicolás Guerra",90,"Ñublense","Ñublense v. Huachipato 2:2","Chile","Depois",0,90,90,5
"156",0,1,"Jorge Benítez",16,"La Serena","Ñublense v. La Serena 0:1","Chile","Depois",1,0,16,1
"157",0,1,"Jorge Benítez",16,"La Serena","Ñublense v. La Serena 0:1","Chile","Depois",0,16,90,2
"158",1,0,"Pablo Vargas",9,"Ñublense","Ñublense v. Melipilla 3:0","Chile","Depois",1,0,9,1
"159",2,0,"Nicolás Guerra",31,"Ñublense","Ñublense v. Melipilla 3:0","Chile","Depois",1,9,31,2
"160",3,0,"Joe Abrigo",64,"Ñublense","Ñublense v. Melipilla 3:0","Chile","Depois",1,31,64,3
"161",3,0,"Joe Abrigo",64,"Ñublense","Ñublense v. Melipilla 3:0","Chile","Depois",0,64,90,4
"162",1,0,"Roberto Gutiérrez",3,"Ñublense","Ñublense v. Palestino 2:2","Chile","Depois",1,0,3,1
"163",1,1,"Carlos Villanueva",50,"Palestino","Ñublense v. Palestino 2:2","Chile","Depois",1,3,50,2
"164",1,2,"Luis Jiménez",65,"Palestino","Ñublense v. Palestino 2:2","Chile","Depois",1,50,65,3
"165",2,2,"Federico Mateos",90,"Ñublense","Ñublense v. Palestino 2:2","Chile","Depois",1,65,90,4
"166",2,2,"Federico Mateos",90,"Ñublense","Ñublense v. Palestino 2:2","Chile","Depois",0,90,90,5
"167",1,0,"Nicolás Guerra",35,"Ñublense","Ñublense v. Santiago Wanderers 1:2","Chile","Depois",1,0,35,1
"168",1,1,"Aldrix Jara",74,"Santiago Wanderers","Ñublense v. Santiago Wanderers 1:2","Chile","Depois",1,35,74,2
"169",1,2,"Damián Arce",79,"Santiago Wanderers","Ñublense v. Santiago Wanderers 1:2","Chile","Depois",1,74,79,3
"170",1,2,"Damián Arce",79,"Santiago Wanderers","Ñublense v. Santiago Wanderers 1:2","Chile","Depois",0,79,90,4
"171",0,1,"Jeisson Vargas",16,"Unión La Calera","Ñublense v. Unión La Calera 0:2","Chile","Depois",1,0,16,1
"172",0,2,"Sebastián Sáez",73,"Unión La Calera","Ñublense v. Unión La Calera 0:2","Chile","Depois",1,16,73,2
"173",0,2,"Sebastián Sáez",73,"Unión La Calera","Ñublense v. Unión La Calera 0:2","Chile","Depois",0,73,90,3
"174",0,1,"Valber Huerta",27,"Universidad Católica","Ñublense v. Universidad Católica 0:1","Chile","Depois",1,0,27,1
"175",0,1,"Valber Huerta",27,"Universidad Católica","Ñublense v. Universidad Católica 0:1","Chile","Depois",0,27,90,2
"176",1,0,"Pablo Vargas",89,"Ñublense","Ñublense v. Universidad de Chile 1:0","Chile","Depois",1,0,89,1
"177",1,0,"Pablo Vargas",89,"Ñublense","Ñublense v. Universidad de Chile 1:0","Chile","Depois",0,89,90,2
"178",0,1,"Jhon Vásquez",48,"Alianza Petrolera","Águilas Doradas v. Alianza Petrolera 0:1","Colombia","Antes",1,0,48,1
"179",0,1,"Jhon Vásquez",48,"Alianza Petrolera","Águilas Doradas v. Alianza Petrolera 0:1","Colombia","Antes",0,48,90,2
"180",1,0,"Fredy Hinestroza",53,"Águilas Doradas","Águilas Doradas v. Alianza Petrolera 1:0","Colombia","Antes",1,0,53,1
"181",1,0,"Fredy Hinestroza",53,"Águilas Doradas","Águilas Doradas v. Alianza Petrolera 1:0","Colombia","Antes",0,53,90,2
"182",0,1,"Fernando Aristeguieta",21,"América de Cali","Águilas Doradas v. América de Cali 1:2","Colombia","Antes",1,0,21,1
"183",1,1,"Miguel Murillo",24,"Águilas Doradas","Águilas Doradas v. América de Cali 1:2","Colombia","Antes",1,21,24,2
"184",1,2,"Yesus Cabrera",50,"América de Cali","Águilas Doradas v. América de Cali 1:2","Colombia","Antes",1,24,50,3
"185",1,2,"Yesus Cabrera",50,"América de Cali","Águilas Doradas v. América de Cali 1:2","Colombia","Antes",0,50,90,4
"186",1,0,"Fernei Ibargüen",4,"Águilas Doradas","Águilas Doradas v. América de Cali 2:1","Colombia","Antes",1,0,4,1
"187",2,0,"Daniel Lloreda",51,"Águilas Doradas","Águilas Doradas v. América de Cali 2:1","Colombia","Antes",1,4,51,2
"188",2,1,"Álvaro Angulo",61,"América de Cali","Águilas Doradas v. América de Cali 2:1","Colombia","Antes",1,51,61,3
"189",2,1,"Álvaro Angulo",61,"América de Cali","Águilas Doradas v. América de Cali 2:1","Colombia","Antes",0,61,90,4
"190",1,0,"Camilo Ayala",54,"Águilas Doradas","Águilas Doradas v. Atlético Bucaramanga 1:0","Colombia","Antes",1,0,54,1
"191",1,0,"Camilo Ayala",54,"Águilas Doradas","Águilas Doradas v. Atlético Bucaramanga 1:0","Colombia","Antes",0,54,90,2
"192",1,0,"Johan Jiménez",32,"Águilas Doradas","Águilas Doradas v. Atlético Bucaramanga 1:1","Colombia","Antes",1,0,32,1
"193",1,1,"César Quintero",81,"Atlético Bucaramanga","Águilas Doradas v. Atlético Bucaramanga 1:1","Colombia","Antes",1,32,81,2
"194",1,1,"César Quintero",81,"Atlético Bucaramanga","Águilas Doradas v. Atlético Bucaramanga 1:1","Colombia","Antes",0,81,90,3
"195",1,0,"Anthony Uribe",76,"Águilas Doradas","Águilas Doradas v. Atlético Junior 1:0","Colombia","Antes",1,0,76,1
"196",1,0,"Anthony Uribe",76,"Águilas Doradas","Águilas Doradas v. Atlético Junior 1:0","Colombia","Antes",0,76,90,2
"197",0,1,"Vladimir Hernández",35,"Atlético Nacional","Águilas Doradas v. Atlético Nacional 1:3","Colombia","Antes",1,0,35,1
"198",0,2,"Omar Duarte",58,"Atlético Nacional","Águilas Doradas v. Atlético Nacional 1:3","Colombia","Antes",1,35,58,2
"199",0,3,"Camilo Ayala",75,"Atlético Nacional","Águilas Doradas v. Atlético Nacional 1:3","Colombia","Antes",1,58,75,3
"200",1,3,"Édison Toloza",79,"Águilas Doradas","Águilas Doradas v. Atlético Nacional 1:3","Colombia","Antes",1,75,79,4
"201",1,3,"Édison Toloza",79,"Águilas Doradas","Águilas Doradas v. Atlético Nacional 1:3","Colombia","Antes",0,79,90,5
"202",1,0,"Daniel Lloreda",43,"Águilas Doradas","Águilas Doradas v. Atlético Nacional 2:1","Colombia","Antes",1,0,43,1
